image_path,pred_score,pred_label
C:\Users\User\countrerfactual_anomaly_detection\data\mvtec\bottle\test\good\002.png,0.4352570176124573,False
C:\Users\User\countrerfactual_anomaly_detection\data\mvtec\bottle\test\good\003.png,0.42326176166534424,False
C:\Users\User\countrerfactual_anomaly_detection\data\mvtec\bottle\test\good\004.png,0.4434908628463745,False
C:\Users\User\countrerfactual_anomaly_detection\data\mvtec\bottle\test\good\005.png,0.42039409279823303,False
C:\Users\User\countrerfactual_anomaly_detection\data\mvtec\bottle\test\good\006.png,0.5190213322639465,True
C:\Users\User\countrerfactual_anomaly_detection\data\mvtec\bottle\test\good\007.png,0.4418540596961975,False
C:\Users\User\countrerfactual_anomaly_detection\data\mvtec\bottle\test\good\008.png,0.41571325063705444,False
C:\Users\User\countrerfactual_anomaly_detection\data\mvtec\bottle\test\good\009.png,0.44681259989738464,False
C:\Users\User\countrerfactual_anomaly_detection\data\mvtec\bottle\test\good\010.png,0.4508272409439087,False
C:\Users\User\countrerfactual_anomaly_detection\data\mvtec\bottle\test\good\011.png,0.4428136348724365,False
C:\Users\User\countrerfactual_anomaly_detection\data\mvtec\bottle\test\good\012.png,0.46657463908195496,False
C:\Users\User\countrerfactual_anomaly_detection\data\mvtec\bottle\test\good\013.png,0.4244704842567444,False
C:\Users\User\countrerfactual_anomaly_detection\data\mvtec\bottle\test\good\014.png,0.5845060348510742,True
C:\Users\User\countrerfactual_anomaly_detection\data\mvtec\bottle\test\good\015.png,0.5459632873535156,True
C:\Users\User\countrerfactual_anomaly_detection\data\mvtec\bottle\test\good\016.png,0.4231846332550049,False
C:\Users\User\countrerfactual_anomaly_detection\data\mvtec\bottle\test\good\017.png,0.47487422823905945,False
C:\Users\User\countrerfactual_anomaly_detection\data\mvtec\bottle\test\good\018.png,0.44808003306388855,False
C:\Users\User\countrerfactual_anomaly_detection\data\mvtec\bottle\test\good\019.png,0.4593375325202942,False
